"Cena";"Waluta";"Cena.w.PLN";"KM";"kW";"Marka";"Model";"Wersja";"Liczba.drzwi";"Pojemnosc.skokowa";"Przebieg.w.km";"Rodzaj.paliwa";"Rok.produkcji";"Kolor";"Kraj.aktualnej.rejestracji";"Kraj.pochodzenia";"Skrzynia.biegow"
5500;"PLN";5500;NA;NA;"Opel";"Vectra";"B";"4/5";NA;NA;"benzyna";1997;"granatowy-metallic";"Polska";"";"manualna"
2400;"PLN";2400;NA;NA;"Opel";"Corsa";"B";"2/3";1200;138000;"benzyna";1995;"";"";"";"manualna"
24500;"PLN";24500;NA;NA;"Renault";"Trafic";"";"4/5";1900;191000;"olej napedowy (diesel)";2001;"bialy";"";"";"manualna"
24890;"PLN";24890;110;81;"Ford";"C-MAX";"";"4/5";1560;163000;"olej napedowy (diesel)";2007;"szary-metallic";"Belgia";"Belgia";"manualna"
9200;"PLN";9200;100;74;"Opel";"Vectra";"B";"4/5";1598;159700;"benzyna";1999;"zielony-metallic";"Polska";"Polska";"manualna"
12900;"PLN";12900;80;59;"Ford";"Fusion";"";"4/5";1388;126000;"benzyna";2004;"granatowy-metallic";"Polska";"Polska";"manualna"
44900;"PLN";44900;140;103;"Opel";"Vectra";"C";"4/5";1796;89800;"benzyna";2008;"srebrny-metallic";"Polska";"Polska";"manualna"
29900;"CZK";5115,89;139;102;"Renault";"Laguna";"";"4/5";1948;179000;"benzyna";1996;"srebrny-metallic";"";"Niemcy";""
14900;"PLN";14900;100;74;"Renault";"Laguna";"II";"4/5";1870;204000;"olej napedowy (diesel)";2003;"grafitowy-metallic";"Polska";"Francja";"manualna"
3900;"PLN";3900;101;74;"Opel";"Vectra";"B";"4/5";1600;198700;"benzyna";1996;"fioletowy-metallic";"Polska";"Niemcy";"manualna"
13300;"PLN";13300;120;88;"Renault";"Laguna";"II";"4/5";1990;2e+05;"olej napedowy (diesel)";2002;"srebrny";"";"Belgia";"manualna"
7100;"PLN";7100;115;85;"Opel";"Vectra";"B";"4/5";1799;204000;"benzyna";1997;"zielony";"Polska";"Niemcy";"manualna"
24900;"PLN";24900;65;48;"Opel";"Corsa";"D";"2/3";998;29000;"benzyna";2009;"czerwony";"";"";"manualna"
23900;"PLN";23900;109;80;"Ford";"Focus";"Mk2";"4/5";1560;119000;"olej napedowy (diesel)";2005;"grafitowy-metallic";"Polska";"";"manualna"
500;"PLN";500;NA;NA;"Opel";"Corsa";"B";"2/3";1500;NA;"olej napedowy (diesel)";2000;"srebrny-metallic";"Polska";"Niemcy";"manualna"
24800;"PLN";24800;NA;NA;"Opel";"Astra";"III";"4/5";1700;141000;"olej napedowy (diesel)";2004;"zloty-metallic";"Polska";"Niemcy";"manualna"
21900;"PLN";21900;120;88;"Opel";"Zafira";"B";"4/5";1900;180000;"olej napedowy (diesel)";2006;"";"Polska";"";"manualna"
120833;"CZK";20674,5263;101;74;"Opel";"Astra";"";"2/3";1686;180000;"olej napedowy (diesel)";2008;"srebrny-metallic";"";"Czechy";"manualna"
14900;"PLN";14900;75;55;"Renault";"Clio";"II";"4/5";1149;149000;"benzyna";2005;"niebieski-metallic";"Polska";"Niemcy";"manualna"
17200;"PLN";17200;115;85;"Renault";"Modus";"";"4/5";1598;91000;"benzyna";2004;"srebrny-metallic";"Francja";"Francja";"manualna"
11800;"PLN";11800;116;85;"Ford";"Mondeo";"Mk3";"4/5";1795;140000;"benzyna";2001;"";"Polska";"";"manualna"
7200;"PLN";7200;170;125;"Opel";"Omega";"B";"4/5";2500;NA;"benzyna+LPG";1998;"zielony-metallic";"Polska";"Niemcy";"manualna"
14700;"PLN";14700;100;74;"Opel";"Zafira";"A";"4/5";1995;154000;"olej napedowy (diesel)";2002;"srebrny-metallic";"";"Niemcy";"manualna"
19900;"PLN";19900;150;110;"Renault";"Vel Satis";"";"4/5";2188;NA;"olej napedowy (diesel)";2004;"grafitowy-metallic";"";"";"manualna"
25000;"PLN";25000;120;88;"Renault";"Espace";"IV";"4/5";1870;140000;"olej napedowy (diesel)";2005;"granatowy-metallic";"Belgia";"Belgia";"manualna"
1950;"PLN";1950;75;55;"Ford";"Escort";"Mk7";"2/3";1400;NA;"benzyna";1998;"";"";"Niemcy";"manualna"
21200;"PLN";21200;NA;NA;"Opel";"Astra";"III";"4/5";1700;129000;"olej napedowy (diesel)";2004;"czarny-metallic";"Francja";"Francja";"manualna"
42900;"PLN";42900;125;92;"Ford";"Mondeo";"Mk4";"4/5";1753;92000;"olej napedowy (diesel)";2008;"szary-metallic";"";"";"manualna"
22900;"PLN";22900;120;88;"Renault";"Scenic";"II";"";1870;145000;"olej napedowy (diesel)";2004;"bezowy";"Polska";"Polska";""
6900;"PLN";6900;77;57;"Ford";"Transit";"";"4/5";2500;250000;"olej napedowy (diesel)";1997;"bialy";"Polska";"Polska";"manualna"
49750;"PLN";49750;NA;NA;"Ford";"Transit Connect";"";"";1800;18000;"olej napedowy (diesel)";2010;"";"";"Polska";"manualna"
14300;"PLN";14300;75;55;"Opel";"Corsa";"C";"4/5";1700;123000;"olej napedowy (diesel)";2003;"srebrny-metallic";"Francja";"Francja";"manualna"
145833;"CZK";24952,0263;155;114;"Ford";"Mondeo";"";"4/5";2198;113933;"olej napedowy (diesel)";2006;"bialy";"";"Niemcy";"manualna"
14900;"PLN";14900;101;74;"Opel";"Astra";"II";"4/5";1998;188000;"benzyna";2001;"czarny-metallic";"Polska";"Belgia";"manualna"
4500;"PLN";4500;170;125;"Ford";"Mondeo";"Mk2";"4/5";2544;198000;"benzyna";1999;"bordowy";"Polska";"Polska";"manualna"
8000;"PLN";8000;107;79;"Renault";"Scenic";"I";"4/5";1600;180000;"benzyna";2000;"srebrny-metallic";"";"Francja";"manualna"
25800;"PLN";25800;100;74;"Opel";"Astra";"III";"4/5";1686;123000;"olej napedowy (diesel)";2007;"grafitowy-metallic";"Belgia";"Belgia";"manualna"
57410;"PLN";57410;110;81;"Renault";"Megane";"III";"4/5";1598;NA;"benzyna";2011;"czarny-metallic";"";"";"manualna"
27900;"PLN";27900;120;88;"Opel";"Vectra";"C";"4/5";1900;142000;"olej napedowy (diesel)";2007;"";"";"";"manualna"
22500;"PLN";22500;75;55;"Opel";"Meriva";"";"4/5";1300;142000;"olej napedowy (diesel)";2006;"czerwony";"";"Niemcy";"manualna"
12900;"PLN";12900;100;74;"Opel";"Meriva";"";"4/5";1700;111394;"olej napedowy (diesel)";2004;"czarny-metallic";"";"Francja";"manualna"
9500;"PLN";9500;75;55;"Renault";"Clio";"II";"2/3";1149;179240;"benzyna";2002;"granatowy-metallic";"";"Niemcy";"manualna"
999;"PLN";999;NA;NA;"Opel";"Vectra";"C";"4/5";1900;NA;"olej napedowy (diesel)";2005;"";"";"";""
23500;"PLN";23500;115;85;"Ford";"Focus";"Mk2";"4/5";1753;112000;"olej napedowy (diesel)";2007;"srebrny-metallic";"Polska";"";"manualna"
39000;"PLN";39000;100;74;"Opel";"Movano";"";"4/5";2464;183958;"olej napedowy (diesel)";2008;"bialy";"Polska";"Polska";"manualna"
5900;"PLN";5900;100;74;"Opel";"Vectra";"B";"4/5";1994;197000;"olej napedowy (diesel)";1998;"czerwony";"Polska";"Niemcy";"manualna"
22900;"PLN";22900;68;50;"Ford";"Fusion";"";"4/5";1399;NA;"olej napedowy (diesel)";2007;"bialy";"Polska";"";"manualna"
44000;"CZK";7528,4;107;79;"Renault";"Laguna";"";"4/5";1598;201000;"benzyna";1999;"czerwony-metallic";"";"Niemcy";"manualna"
31500;"PLN";31500;120;88;"Opel";"Zafira";"B";"4/5";19;NA;"olej napedowy (diesel)";2005;"srebrny-metallic";"Polska";"Francja";"manualna"
3200;"PLN";3200;90;66;"Opel";"Tigra";"I";"2/3";1389;230000;"benzyna";1995;"";"Polska";"Niemcy";"manualna"
6630;"EUR";29283,384;125;92;"Opel";"Tigra";"II";"";1796;61908;"benzyna";2006;"czarny-metallic";"Niemcy";"Niemcy";""
5999;"PLN";5999;88;65;"Opel";"Astra";"II";"4/5";2000;NA;"benzyna";1999;"bialy";"";"";"manualna"
4800;"PLN";4800;NA;NA;"Opel";"Corsa";"C";"2/3";1200;112000;"benzyna";2006;"niebieski";"Polska";"Polska";"manualna"
29000;"CZK";4961,9;82;60;"Opel";"Astra";"";"4/5";1995;165000;"olej napedowy (diesel)";1998;"czerwony";"";"";"manualna"
299990;"CZK";51328,289;140;103;"Ford";"Galaxy";"";"4/5";1995;120000;"olej napedowy (diesel)";2008;"";"";"";"manualna"
4500;"PLN";4500;107;79;"Renault";"Megane";"I";"4/5";1600;NA;"benzyna";1999;"";"";"Niemcy";"automatyczna"
11900;"PLN";11900;140;103;"Renault";"Laguna";"II";"4/5";2000;NA;"benzyna";2002;"srebrny";"";"Francja";"manualna"
7400;"PLN";7400;146;107;"Opel";"Sintra";"";"4/5";2200;260000;"benzyna+LPG";1997;"zielony-metallic";"Polska";"Niemcy";"manualna"
16700;"PLN";16700;120;88;"Renault";"Laguna";"II";"4/5";1870;190000;"olej napedowy (diesel)";2004;"niebieski-metallic";"Holandia";"Holandia";"manualna"
49999;"PLN";49999;150;110;"Renault";"Laguna";"III";"4/5";2000;54000;"olej napedowy (diesel)";2010;"czarny-metallic";"Polska";"Wlochy";"manualna"
6200;"PLN";6200;75;55;"Opel";"Astra";"I";"4/5";1598;136000;"benzyna";1997;"czerwony-metallic";"Polska";"Niemcy";"manualna"
21900;"PLN";21900;75;55;"Opel";"Meriva";"";"4/5";1248;168000;"olej napedowy (diesel)";2006;"";"Polska";"";"manualna"
6900;"PLN";6900;102;75;"Renault";"Scenic";"I";"4/5";1900;164000;"olej napedowy (diesel)";2000;"";"";"";"manualna"
6400;"PLN";6400;110;81;"Renault";"Megane";"I";"2/3";1600;211000;"benzyna";1999;"srebrny-metallic";"Polska";"Niemcy";"manualna"
25900;"PLN";25900;150;110;"Opel";"Vectra";"C";"4/5";1900;160000;"olej napedowy (diesel)";2005;"czarny-metallic";"";"";"manualna"
4200;"PLN";4200;70;51;"Ford";"Escort";"Mk7";"4/5";1753;NA;"olej napedowy (diesel)";1998;"";"";"";"manualna"
9600;"PLN";9600;NA;NA;"Opel";"Vectra";"B";"4/5";2000;233000;"olej napedowy (diesel)";1999;"";"Polska";"Niemcy";"manualna"
2100;"PLN";2100;82;60;"Opel";"Vectra";"A";"4/5";1598;271000;"benzyna+LPG";1991;"";"Polska";"Niemcy";"manualna"
8800;"PLN";8800;124;91;"Ford";"Maverick";"";"4/5";2389;218000;"benzyna+LPG";1995;"czarny";"Polska";"Niemcy";"manualna"
11700;"PLN";11700;70;51;"Ford";"Fiesta";"Mk6";"2/3";1242;154000;"benzyna";2003;"niebieski-metallic";"Niemcy";"Niemcy";"manualna"
16200;"PLN";16200;101;74;"Ford";"Focus";"Mk1";"4/5";NA;150000;"olej napedowy (diesel)";2003;"szary-metallic";"Belgia";"";"manualna"
259000;"CZK";44314,9;101;74;"Ford";"Focus";"";"4/5";1596;21284;"benzyna";2010;"szary-metallic";"";"Niemcy";"manualna"
149900;"CZK";25647,89;131;96;"Renault";"Laguna";"";"4/5";1870;178000;"olej napedowy (diesel)";2007;"szary-metallic";"";"";""
43900;"PLN";43900;140;103;"Ford";"Mondeo";"Mk4";"4/5";1997;95000;"olej napedowy (diesel)";2009;"niebieski-metallic";"";"Niemcy";"manualna"
9800;"PLN";9800;101;74;"Opel";"Astra";"I";"4/5";2000;158000;"olej napedowy (diesel)";2002;"granatowy-metallic";"";"";"manualna"
33900;"PLN";33900;125;92;"Ford";"Mondeo";"Mk4";"4/5";1753;158000;"olej napedowy (diesel)";2008;"szary-metallic";"";"";"manualna"
6500;"PLN";6500;90;66;"Renault";"Megane";"I";"4/5";1598;174000;"benzyna";1998;"srebrny";"";"";"manualna"
3400;"PLN";3400;NA;NA;"Opel";"Rekord";"";"4/5";2300;189000;"olej napedowy (diesel)";1983;"czerwony-metallic";"Polska";"";"automatyczna"
20900;"PLN";20900;123;90;"Opel";"Vectra";"C";"4/5";1800;172000;"benzyna+LPG";2002;"zloty-metallic";"";"";"manualna"
27400;"PLN";27400;115;85;"Opel";"Astra";"IV";"4/5";1600;NA;"benzyna";2011;"czarny-metallic";"";"Polska";"manualna"
16400;"PLN";16400;125;92;"Opel";"Zafira";"A";"4/5";1800;213000;"benzyna";2002;"czarny-metallic";"";"";"manualna"
109990;"CZK";18819,289;98;72;"Renault";"Scenic";"";"4/5";1390;52940;"benzyna";2003;"fioletowy-metallic";"";"";"manualna"
14500;"PLN";14500;NA;NA;"Ford";"Fusion";"";"4/5";1400;150000;"olej napedowy (diesel)";2002;"";"";"";"manualna"
52900;"PLN";52900;140;103;"Ford";"S-Max";"";"4/5";1997;67000;"olej napedowy (diesel)";2008;"grafitowy-metallic";"";"Niemcy";"manualna"
33000;"CZK";5646,3;54;40;"Renault";"Twingo";"";"2/3";1149;113000;"benzyna";1998;"zolty";"";"";"manualna"
24900;"PLN";24900;90;66;"Opel";"Astra";"III";"2/3";1300;145000;"olej napedowy (diesel)";2006;"grafitowy-metallic";"";"";"manualna"
4990;"PLN";4990;60;44;"Opel";"Astra";"I";"2/3";1400;197000;"benzyna+LPG";1997;"zielony-metallic";"Polska";"Niemcy";"manualna"
2200;"EUR";9716,96;100;74;"Opel";"Astra";"II";"4/5";1995;233200;"olej napedowy (diesel)";2001;"";"Niemcy";"Niemcy";"manualna"
208333;"CZK";35645,7763;140;103;"Ford";"Galaxy";"";"4/5";1997;196000;"olej napedowy (diesel)";2006;"";"";"Niemcy";"manualna"
77777;"CZK";13307,6447;110;81;"Ford";"Galaxy";"";"4/5";1896;157000;"olej napedowy (diesel)";1999;"czerwony";"";"Niemcy";"manualna"
8400;"PLN";8400;75;55;"Renault";"Kangoo";"I";"4/5";1870;220000;"olej napedowy (diesel)";1999;"";"Polska";"Niemcy";"manualna"
13000;"PLN";13000;125;92;"Ford";"Puma";"";"2/3";1679;155000;"benzyna";1999;"srebrny-metallic";"Polska";"Szwajcaria";"manualna"
49900;"PLN";49900;90;66;"Renault";"Megane";"III";"4/5";1500;NA;"olej napedowy (diesel)";2010;"szary-metallic";"";"Belgia";"manualna"
37000;"PLN";37000;120;88;"Opel";"Zafira";"B";"4/5";1910;160000;"olej napedowy (diesel)";2008;"srebrny-metallic";"";"Niemcy";"manualna"
18900;"PLN";18900;120;88;"Renault";"Scenic";"II";"4/5";1900;NA;"olej napedowy (diesel)";2003;"srebrny-metallic";"Polska";"Polska";"manualna"
27400;"PLN";27400;120;88;"Opel";"Vectra";"C";"4/5";1900;172000;"olej napedowy (diesel)";2006;"bezowy-metallic";"";"";"manualna"
165833;"CZK";28374,0263;NA;NA;"Ford";"Focus";"";"4/5";1600;146000;"olej napedowy (diesel)";2008;"czarny-metallic";"";"Niemcy";"manualna"
25000;"PLN";25000;NA;NA;"Ford";"Mondeo";"Mk4";"4/5";NA;49000;"olej napedowy (diesel)";2009;"srebrny-metallic";"Francja";"Francja";"manualna"
25900;"PLN";25900;136;100;"Ford";"C-MAX";"";"4/5";1997;NA;"olej napedowy (diesel)";2004;"grafitowy-metallic";"";"";"manualna"
3600;"PLN";3600;55;40;"Opel";"Corsa";"B";"2/3";973;154000;"benzyna";1999;"pomaralczowy-metallic";"Niemcy";"Niemcy";"manualna"
38900;"PLN";38900;140;103;"Renault";"Laguna";"III";"4/5";1997;97000;"benzyna";2008;"srebrny-metallic";"Polska";"Polska";"manualna"
10800;"PLN";10800;80;59;"Renault";"Clio";"II";"2/3";1461;185000;"olej napedowy (diesel)";2002;"czarny";"Polska";"";"manualna"
24000;"PLN";24000;90;66;"Opel";"Astra";"III";"4/5";1300;158000;"olej napedowy (diesel)";2008;"granatowy-metallic";"Polska";"Polska";"manualna"
2400;"PLN";2400;45;33;"Opel";"Corsa";"B";"2/3";1189;298834;"benzyna";1994;"bialy";"Polska";"";"manualna"
80700;"PLN";80700;175;129;"Ford";"S-Max";"";"4/5";2200;99300;"olej napedowy (diesel)";2008;"czarny";"";"";"manualna"
11999;"PLN";11999;68;50;"Ford";"Fusion";"";"4/5";1399;NA;"olej napedowy (diesel)";2003;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
15900;"PLN";15900;112;82;"Renault";"Scenic";"II";"4/5";1600;101000;"benzyna";2003;"zloty-metallic";"";"Polska";"manualna"
12900;"PLN";12900;115;85;"Ford";"Mondeo";"Mk3";"4/5";1998;159000;"olej napedowy (diesel)";2001;"srebrny-metallic";"";"Niemcy";"manualna"
10000;"PLN";10000;170;125;"Ford";"Mondeo";"Mk2";"4/5";2544;146000;"benzyna+LPG";1997;"fioletowy-metallic";"Polska";"Szwajcaria";"automatyczna"
10900;"PLN";10900;102;75;"Renault";"Scenic";"I";"4/5";1870;196000;"olej napedowy (diesel)";2001;"szary-metallic";"";"";"manualna"
99600;"PLN";99600;160;118;"Opel";"Insignia";"";"4/5";1956;16100;"olej napedowy (diesel)";2011;"";"Polska";"";"manualna"
8999;"PLN";8999;125;92;"Opel";"Vectra";"B";"4/5";1796;NA;"benzyna";2000;"";"Polska";"Niemcy";"manualna"
32900;"PLN";32900;101;74;"Opel";"Astra";"III";"4/5";1700;53300;"olej napedowy (diesel)";2008;"srebrny-metallic";"";"";"manualna"
9900;"PLN";9900;NA;NA;"Opel";"Zafira";"A";"4/5";2000;209000;"olej napedowy (diesel)";2000;"granatowy-metallic";"";"Austria";"manualna"
299000;"CZK";51158,9;140;103;"Ford";"Mondeo";"";"4/5";1997;157455;"olej napedowy (diesel)";2007;"szary-metallic";"";"";"manualna"
8500;"PLN";8500;100;74;"Opel";"Vectra";"B";"4/5";1995;255;"olej napedowy (diesel)";2001;"bialy";"Polska";"Niemcy";"manualna"
9600;"PLN";9600;NA;NA;"Renault";"Scenic";"I";"4/5";1598;190000;"benzyna";2000;"srebrny-metallic";"Niemcy";"";"manualna"
7500;"PLN";7500;96;71;"Renault";"Laguna";"I";"4/5";1900;191000;"olej napedowy (diesel)";1999;"srebrny-metallic";"";"Holandia";"manualna"
11500;"PLN";11500;75;55;"Opel";"Astra";"II";"4/5";1686;160000;"olej napedowy (diesel)";2001;"";"Polska";"Niemcy";"manualna"
20900;"PLN";20900;116;85;"Ford";"Mondeo";"Mk3";"4/5";1998;162000;"olej napedowy (diesel)";2006;"szary-metallic";"Belgia";"Belgia";"manualna"
38900;"PLN";38900;105;77;"Renault";"Scenic";"II";"4/5";1500;126000;"olej napedowy (diesel)";2009;"";"";"";"manualna"
4900;"PLN";4900;NA;NA;"Ford";"Escort";"Mk7";"4/5";1600;132;"benzyna";1996;"bordowy-metallic";"";"";"manualna"
11700;"PLN";11700;90;66;"Ford";"Mondeo";"Mk3";"4/5";1998;184000;"olej napedowy (diesel)";2001;"srebrny-metallic";"Polska";"Niemcy";"manualna"
15900;"PLN";15900;101;74;"Opel";"Zafira";"A";"4/5";2000;175000;"olej napedowy (diesel)";2005;"granatowy-metallic";"";"";"manualna"
14200;"PLN";14200;130;96;"Renault";"Espace";"III";"4/5";2188;88640;"olej napedowy (diesel)";2002;"";"";"";"manualna"
16900;"PLN";16900;110;81;"Ford";"Galaxy";"Mk1";"4/5";1900;NA;"olej napedowy (diesel)";1999;"czarny-metallic";"Polska";"Niemcy";"manualna"
10900;"PLN";10900;80;59;"Renault";"Clio";"II";"4/5";1461;198000;"olej napedowy (diesel)";2002;"srebrny-metallic";"";"Francja";"manualna"
49900;"CZK";8537,89;107;79;"Renault";"Laguna";"";"4/5";1598;150000;"benzyna";2000;"zloty-metallic";"";"";"manualna"
26900;"PLN";26900;130;96;"Renault";"Scenic";"II";"";1870;53000;"olej napedowy (diesel)";2007;"bezowy";"";"";""
12400;"PLN";12400;115;85;"Ford";"Focus";"Mk1";"4/5";1753;175000;"olej napedowy (diesel)";2002;"granatowy-metallic";"";"Niemcy";"manualna"
19900;"PLN";19900;120;88;"Renault";"Megane";"II";"4/5";1870;182000;"olej napedowy (diesel)";2004;"srebrny-metallic";"Polska";"";"manualna"
34500;"PLN";34500;120;88;"Opel";"Vectra";"C";"4/5";1910;146000;"olej napedowy (diesel)";2006;"szary-metallic";"";"";"manualna"
10900;"PLN";10900;100;74;"Renault";"Scenic";"I";"4/5";1900;190000;"olej napedowy (diesel)";2000;"bordowy-metallic";"";"Francja";"manualna"
6500;"PLN";6500;NA;NA;"Renault";"Clio";"II";"4/5";NA;NA;"benzyna";1999;"";"Polska";"";"manualna"
38900;"PLN";38900;82;60;"Ford";"Fiesta";"Mk6";"2/3";1225;2300;"benzyna";2010;"niebieski-metallic";"";"";"manualna"
13800;"PLN";13800;130;96;"Ford";"Mondeo";"Mk3";"4/5";2000;NA;"olej napedowy (diesel)";2003;"niebieski-metallic";"";"";"manualna"
11500;"PLN";11500;110;81;"Renault";"Scenic";"I";"4/5";1600;164000;"benzyna";2000;"granatowy-metallic";"";"";"manualna"
18000;"PLN";18000;NA;NA;"Renault";"Modus";"";"4/5";1500;93000;"olej napedowy (diesel)";2006;"bialy-metallic";"Polska";"";"manualna"
11900;"PLN";11900;100;74;"Opel";"Astra";"II";"4/5";1598;178000;"benzyna";2000;"granatowy-metallic";"Polska";"Niemcy";"manualna"
55500;"PLN";55500;150;110;"Opel";"Antara";"";"4/5";1998;55000;"olej napedowy (diesel)";2007;"czarny-metallic";"Polska";"Austria";"automatyczna"
28500;"PLN";28500;NA;NA;"Ford";"Fiesta";"";"2/3";1400;40000;"olej napedowy (diesel)";2010;"bialy";"Polska";"Polska";"manualna"
82500;"PLN";82500;140;103;"Ford";"S-Max";"";"4/5";2000;69600;"olej napedowy (diesel)";2008;"czarny-metallic";"";"";"manualna"
20999;"PLN";20999;75;55;"Renault";"Modus";"";"4/5";1200;58800;"benzyna";2006;"";"";"Belgia";"manualna"
107400;"PLN";107400;140;103;"Ford";"Kuga";"";"4/5";1997;NA;"olej napedowy (diesel)";2011;"grafitowy-metallic";"";"";"manualna"
14900;"PLN";14900;75;55;"Renault";"Thalia";"";"4/5";1149;85800;"benzyna";2007;"grafitowy-metallic";"";"Polska";"manualna"
11950;"PLN";11950;100;74;"Ford";"Focus";"Mk1";"4/5";1596;102000;"benzyna";2004;"";"Polska";"Polska";"manualna"
9900;"PLN";9900;82;60;"Opel";"Astra";"II";"4/5";1995;198000;"olej napedowy (diesel)";1999;"granatowy-metallic";"Polska";"Niemcy";"manualna"
11800;"PLN";11800;102;75;"Renault";"Scenic";"I";"4/5";1900;206000;"olej napedowy (diesel)";2002;"zielony";"Polska";"";"manualna"
10900;"PLN";10900;75;55;"Ford";"Focus";"Mk1";"4/5";1753;156000;"olej napedowy (diesel)";2001;"zielony-metallic";"";"";"manualna"
48000;"PLN";48000;140;103;"Ford";"S-Max";"";"4/5";1997;98000;"olej napedowy (diesel)";2007;"czarny-metallic";"";"Niemcy";"manualna"
10500;"PLN";10500;NA;NA;"Renault";"Kangoo";"I";"4/5";1400;114000;"benzyna";2001;"srebrny-metallic";"";"";"manualna"
4600;"PLN";4600;58;43;"Renault";"Twingo";"";"2/3";1200;79000;"benzyna";1998;"fioletowy-metallic";"Polska";"Niemcy";"manualna"
4999;"EUR";22079,5832;84;62;"Renault";"Kangoo";"II";"";1461;132000;"olej napedowy (diesel)";2007;"srebrny-metallic";"Niemcy";"Niemcy";""
23900;"PLN";23900;109;80;"Ford";"Focus";"Mk2";"4/5";1560;160121;"olej napedowy (diesel)";2006;"czarny";"";"Niemcy";"manualna"
9300;"PLN";9300;110;81;"Renault";"Megane";"I";"4/5";1590;204000;"benzyna";1999;"niebieski-metallic";"Niemcy";"Niemcy";"manualna"
3300;"PLN";3300;NA;NA;"Renault";"Twingo";"";"2/3";1200;180000;"benzyna";1996;"";"Polska";"";"manualna"
23800;"PLN";23800;100;74;"Opel";"Astra";"III";"4/5";1700;140000;"olej napedowy (diesel)";2007;"bialy-metallic";"Polska";"Polska";"manualna"
5500;"PLN";5500;116;85;"Opel";"Omega";"B";"4/5";2000;NA;"benzyna+LPG";1994;"grafitowy-metallic";"Polska";"Niemcy";"manualna"
145000;"CZK";24809,5;109;80;"Ford";"Focus";"";"4/5";1560;94200;"olej napedowy (diesel)";2006;"srebrny-metallic";"";"";"manualna"
84900;"PLN";84900;210;154;"Ford";"Mustang";"";"2/3";4009;35000;"benzyna";2010;"granatowy-metallic";"";"";"automatyczna"
5000;"PLN";5000;NA;NA;"Ford";"Mondeo";"Mk2";"4/5";NA;NA;"benzyna+LPG";1999;"szary-metallic";"Polska";"Szwajcaria";"manualna"
43900;"PLN";43900;140;103;"Ford";"S-Max";"";"4/5";1997;158000;"olej napedowy (diesel)";2006;"grafitowy-metallic";"";"";"manualna"
24500;"PLN";24500;101;74;"Opel";"Astra";"III";"4/5";1700;170000;"olej napedowy (diesel)";2004;"szary-metallic";"";"";"manualna"
12900;"PLN";12900;130;96;"Ford";"Mondeo";"Mk3";"4/5";1998;190000;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"Niemcy";"manualna"
3200;"PLN";3200;NA;NA;"Ford";"Mondeo";"Mk2";"4/5";2000;225000;"benzyna+LPG";1999;"czarny-metallic";"Polska";"";"manualna"
11900;"PLN";11900;NA;NA;"Opel";"Vectra";"B";"4/5";1600;164000;"benzyna";2000;"zielony-metallic";"";"";"manualna"
10600;"PLN";10600;125;92;"Opel";"Corsa";"C";"2/3";1796;153000;"benzyna";2002;"czarny-metallic";"";"";"manualna"
5200;"EUR";22967,36;130;96;"Opel";"Vectra";"C";"4/5";1900;NA;"olej napedowy (diesel)";2006;"";"";"";""
7900;"PLN";7900;100;74;"Ford";"Focus";"Mk1";"4/5";1596;2e+05;"benzyna";2000;"srebrny-metallic";"";"";"manualna"
5600;"PLN";5600;90;66;"Renault";"Scenic";"I";"4/5";1598;162300;"benzyna";1997;"niebieski-metallic";"";"Niemcy";"manualna"
99000;"PLN";99000;350;257;"Ford";"F350";"";"4/5";6000;220000;"olej napedowy (diesel)";2006;"niebieski-metallic";"Polska";"";"automatyczna"
40900;"PLN";40900;109;80;"Ford";"C-MAX";"";"4/5";1560;68000;"olej napedowy (diesel)";2009;"bezowy-metallic";"";"";"manualna"
30500;"PLN";30500;75;55;"Ford";"KA";"";"2/3";1248;24000;"olej napedowy (diesel)";2010;"bialy-metallic";"Luksemburg";"Luksemburg";"manualna"
11900;"PLN";11900;58;43;"Opel";"Corsa";"C";"4/5";973;137000;"benzyna";2001;"srebrny-metallic";"Polska";"Niemcy";"manualna"
10900;"PLN";10900;100;74;"Opel";"Astra";"II";"4/5";1600;189000;"benzyna";2000;"granatowy-metallic";"";"Niemcy";"manualna"
22900;"PLN";22900;90;66;"Ford";"C-MAX";"";"4/5";1600;124000;"olej napedowy (diesel)";2006;"niebieski-metallic";"Polska";"Dania";"manualna"
6500;"EUR";28709,2;125;92;"Opel";"Zafira";"B";"4/5";1686;14000;"olej napedowy (diesel)";2010;"";"";"";"manualna"
21800;"PLN";21800;NA;NA;"Opel";"Meriva";"";"4/5";1400;74000;"benzyna";2006;"czarny-metallic";"";"Niemcy";"manualna"
