"Name","Codename","Cores","Socket","Process","Clock","Multi","Voltage","Cache.L1.L2.L3","TDP","Released","Manufacturer","Classification"
"Core i5-2300","Sandy Bridge","4-Core","Intel Socket 1155","32 nm","2800 MHz","28.0x","unknown","64K / 256K / 6144K","95W","Jan 2011","INTEL","Desktop"
"Core i5-2400","Sandy Bridge","4-Core","Intel Socket 1155","32 nm","3100 MHz","31.0x","unknown","64K / 256K / 6144K","95W","Jan 2011","INTEL","Desktop"
"Core i5-2400S","Sandy Bridge","4-Core","Intel Socket 1155","32 nm","2500 MHz","25.0x","unknown","64K / 256K / 6144K","65W","Jan 2011","INTEL","Desktop"
"Pentium E5800","Wolfdale","2-Core","Intel Socket 775","45 nm","3200 MHz","16.0x","1.3625 V","64K / 2048K / 0K","65W","Nov 2010","INTEL","Desktop"
"Pentium G6951","Clarkdale","2-Core","Intel Socket 1156","32 nm","2800 MHz","21.0x","1.4 V","64K / 256K / 3072K","73W","Sep 2010","INTEL","Desktop"
"Celeron E3500","Wolfdale","2-Core","Intel Socket 775","45 nm","2700 MHz","13.5x","1.3625 V","64K / 1024K / 0K","65W","Aug 2010","INTEL","Desktop"
"Pentium E6800","Wolfdale","2-Core","Intel Socket 775","45 nm","3333 MHz","12.5x","1.3625 V","64K / 2048K / 0K","65W","Aug 2010","INTEL","Desktop"
"Core i3-560","Clarkdale","2-Core","Intel Socket 1156","32 nm","3333 MHz","25.0x","1.4 V","64K / 256K / 4096K","73W","Aug 2010","INTEL","Desktop"
"Pentium E5700","Wolfdale","2-Core","Intel Socket 775","45 nm","3000 MHz","15.0x","1.3625 V","64K / 2048K / 0K","65W","Aug 2010","INTEL","Desktop"
"Core i7-870S","Lynnfield","4-Core","Intel Socket 1156","45 nm","2666 MHz","20.0x","1.4 V","64K / 256K / 8192K","82W","Jul 2010","INTEL","Desktop"
"Core i7-970","Gulftown","6-Core","Intel Socket 1366","32 nm","3200 MHz","24.0x","1.3 V","64K / 256K / 12288K","130W","Jul 2010","INTEL","Desktop"
"Core i5-760","Lynnfield","4-Core","Intel Socket 1156","45 nm","2800 MHz","21.0x","1.4 V","64K / 256K / 8192K","95W","Jul 2010","INTEL","Desktop"
"Pentium E6700","Wolfdale","2-Core","Intel Socket 775","45 nm","3200 MHz","12.0x","1.3625 V","64K / 2048K / 0K","65W","May 2010","INTEL","Desktop"
"Core i7-875K","Lynnfield","4-Core","Intel Socket 1156","45 nm","2933 MHz","22.0x","1.4 V","64K / 256K / 8192K","95W","May 2010","INTEL","Desktop"
"Core i7-880","Lynnfield","4-Core","Intel Socket 1156","45 nm","3066 MHz","23.0x","1.4 V","64K / 256K / 8192K","95W","May 2010","INTEL","Desktop"
"Core i5-655K","Clarkdale","2-Core","Intel Socket 1156","32 nm","3200 MHz","24.0x","1.4 V","64K / 256K / 4096K","73W","May 2010","INTEL","Desktop"
"Core i3-550","Clarkdale","2-Core","Intel Socket 1156","32 nm","3200 MHz","24.0x","1.4 V","64K / 256K / 4096K","73W","May 2010","INTEL","Desktop"
"Core i5-680","Clarkdale","2-Core","Intel Socket 1156","32 nm","3600 MHz","27.0x","1.4 V","64K / 256K / 4096K","73W","Apr 2010","INTEL","Desktop"
"Pentium E5500","Wolfdale","2-Core","Intel Socket 775","45 nm","2800 MHz","14.0x","1.3625 V","64K / 2048K / 0K","65W","Apr 2010","INTEL","Desktop"
"Core i7-980X","Gulftown","6-Core","Intel Socket 1366","32 nm","3333 MHz","25.0x","1.375 V","64K / 256K / 12288K","130W","Mar 2010","INTEL","Desktop"
"Core i7-930","Bloomfield","4-Core","Intel Socket 1366","45 nm","2800 MHz","21.0x","1.375 V","64K / 256K / 8192K","130W","Feb 2010","INTEL","Desktop"
"Celeron E3400","Wolfdale","2-Core","Intel Socket 775","45 nm","2600 MHz","13.0x","1.3625 V","64K / 1024K / 0K","65W","Jan 2010","INTEL","Desktop"
"Pentium E6600","Wolfdale","2-Core","Intel Socket 775","45 nm","3067 MHz","11.5x","1.3625 V","64K / 2048K / 0K","65W","Jan 2010","INTEL","Desktop"
"Core i7-860S","Lynnfield","4-Core","Intel Socket 1156","45 nm","2533 MHz","19.0x","1.4 V","64K / 256K / 8192K","82W","Jan 2010","INTEL","Desktop"
"Core i5-750s","Lynnfield","4-Core","Intel Socket 1156","45 nm","2400 MHz","18.0x","1.4 V","64K / 256K / 8192K","82W","Jan 2010","INTEL","Desktop"
"Core i5-670","Clarkdale","2-Core","Intel Socket 1156","32 nm","3466 MHz","26.0x","1.4 V","64K / 256K / 4096K","73W","Jan 2010","INTEL","Desktop"
"Core i5-660","Clarkdale","2-Core","Intel Socket 1156","32 nm","3333 MHz","25.0x","1.4 V","64K / 256K / 4096K","73W","Jan 2010","INTEL","Desktop"
"Core i5-650","Clarkdale","2-Core","Intel Socket 1156","32 nm","3200 MHz","24.0x","1.4 V","64K / 256K / 4096K","73W","Jan 2010","INTEL","Desktop"
"Core i3-540","Clarkdale","2-Core","Intel Socket 1156","32 nm","3066 MHz","23.0x","1.4 V","64K / 256K / 4096K","73W","Jan 2010","INTEL","Desktop"
"Core i3-530","Clarkdale","2-Core","Intel Socket 1156","32 nm","2933 MHz","22.0x","1.4 V","64K / 256K / 4096K","73W","Jan 2010","INTEL","Desktop"
"Core i5-661","Clarkdale","2-Core","Intel Socket 1156","32 nm","3333 MHz","25.0x","1.4 V","64K / 256K / 4096K","87W","Jan 2010","INTEL","Desktop"
"Pentium G6950","Clarkdale","2-Core","Intel Socket 1156","32 nm","2800 MHz","21.0x","1.4 V","64K / 256K / 3072K","73W","Jan 2010","INTEL","Desktop"
"Celeron G1101","Clarkdale","2-Core","Intel Socket 1156","32 nm","2266 MHz","17.0x","1.4 V","64K / 256K / 2048K","73W","Jan 2010","INTEL","Desktop"
"Core i7-960","Bloomfield","4-Core","Intel Socket 1366","45 nm","3200 MHz","24.0x","1.375 V","64K / 256K / 8192K","130W","Oct 2009","INTEL","Desktop"
"Core i7-870","Lynnfield","4-Core","Intel Socket 1156","45 nm","2933 MHz","22.0x","1.4 V","64K / 256K / 8192K","95W","Sep 2009","INTEL","Desktop"
"Core i7-860","Lynnfield","4-Core","Intel Socket 1156","45 nm","2800 MHz","21.0x","1.4 V","64K / 256K / 8192K","95W","Sep 2009","INTEL","Desktop"
"Core i5-750","Lynnfield","4-Core","Intel Socket 1156","45 nm","2666 MHz","20.0x","1.4 V","64K / 256K / 8192K","95W","Sep 2009","INTEL","Desktop"
"Celeron E3200","Wolfdale","2-Core","Intel Socket 775","45 nm","2400 MHz","12.0x","1.3625 V","64K / 1024K / 0K","65W","Aug 2009","INTEL","Desktop"
"Celeron E3300","Wolfdale","2-Core","Intel Socket 775","45 nm","2500 MHz","12.5x","1.3625 V","64K / 1024K / 0K","65W","Aug 2009","INTEL","Desktop"
"Pentium E6500","Wolfdale","2-Core","Intel Socket 775","45 nm","2933 MHz","11.0x","1.3625 V","64K / 2048K / 0K","65W","Aug 2009","INTEL","Desktop"
"Pentium E6500K","Wolfdale","2-Core","Intel Socket 775","45 nm","2933 MHz","11.0x","1.3625 V","64K / 2048K / 0K","65W","Aug 2009","INTEL","Desktop"
"Core i7-975","Bloomfield","4-Core","Intel Socket 1366","45 nm","3333 MHz","25.0x","1.375 V","64K / 256K / 8192K","130W","Jun 2009","INTEL","Desktop"
"Core i7-950","Bloomfield","4-Core","Intel Socket 1366","45 nm","3066 MHz","23.0x","1.375 V","64K / 256K / 8192K","130W","Jun 2009","INTEL","Desktop"
"Pentium Dual-Core E2210","Wolfdale","2-Core","Intel Socket 775","45 nm","2200 MHz","11.0x","1.5 V","64K / 1024K / 0K","65W","Jun 2009","INTEL","Desktop"
"Celeron E1600","Allendale","2-Core","Intel Socket 775","65 nm","2400 MHz","12.0x","1.5 V","64K / 512K / 0K","65W","May 2009","INTEL","Desktop"
"Core 2 Duo E7600","Wolfdale","2-Core","Intel Socket 775","45 nm","3067 MHz","11.5x","0.9 V","64K / 3072K / 0K","65W","May 2009","INTEL","Desktop"
"Pentium E6300","Wolfdale","2-Core","Intel Socket 775","45 nm","2800 MHz","10.5x","1.3625 V","64K / 2048K / 0K","65W","May 2009","INTEL","Desktop"
"Core 2 Quad Q8400","Yorkfield","4-Core","Intel Socket 775","45 nm","2666 MHz","8.0x","0.9 V","256K / 4096K / 0K","95W","Apr 2009","INTEL","Desktop"
"Core 2 Quad Q8400s","Yorkfield","4-Core","Intel Socket 775","45 nm","2666 MHz","8.0x","0.9 V","256K / 4096K / 0K","65W","Apr 2009","INTEL","Desktop"
"Pentium E5400","Wolfdale","2-Core","Intel Socket 775","45 nm","2700 MHz","13.5x","1.3625 V","64K / 2048K / 0K","65W","Jan 2009","INTEL","Desktop"
"Core 2 Quad Q9400s","Yorkfield","4-Core","Intel Socket 775","45 nm","2666 MHz","8.0x","0.9 V","256K / 6144K / 0K","65W","Jan 2009","INTEL","Desktop"
"Core 2 Quad Q8200s","Yorkfield","4-Core","Intel Socket 775","45 nm","2333 MHz","7.0x","0.9 V","256K / 4096K / 0K","65W","Jan 2009","INTEL","Desktop"
"Core 2 Duo E7500","Wolfdale","2-Core","Intel Socket 775","45 nm","2933 MHz","11.0x","0.9 V","64K / 3072K / 0K","65W","Jan 2009","INTEL","Desktop"
"Celeron E1500","Allendale","2-Core","Intel Socket 775","65 nm","2200 MHz","11.0x","1.5 V","64K / 512K / 0K","65W","Nov 2008","INTEL","Desktop"
"Pentium E5300","Wolfdale","2-Core","Intel Socket 775","45 nm","2600 MHz","13.0x","1.3625 V","64K / 2048K / 0K","65W","Nov 2008","INTEL","Desktop"
"Core 2 Quad Q8300","Yorkfield","4-Core","Intel Socket 775","45 nm","2500 MHz","7.5x","0.9 V","256K / 4096K / 0K","95W","Nov 2008","INTEL","Desktop"
"Core i7-965","Bloomfield","4-Core","Intel Socket 1366","45 nm","3200 MHz","24.0x","1.375 V","64K / 256K / 8192K","130W","Nov 2008","INTEL","Desktop"
"Core i7-940","Bloomfield","4-Core","Intel Socket 1366","45 nm","2933 MHz","22.0x","1.375 V","64K / 256K / 8192K","130W","Nov 2008","INTEL","Desktop"
"Core i7-920","Bloomfield","4-Core","Intel Socket 1366","45 nm","2666 MHz","20.0x","1.375 V","64K / 256K / 8192K","130W","Nov 2008","INTEL","Desktop"
"Core 2 Duo E7400","Wolfdale","2-Core","Intel Socket 775","45 nm","2800 MHz","10.5x","0.9 V","64K / 3072K / 0K","65W","Oct 2008","INTEL","Desktop"
"Core 2 Quad Q8200","Yorkfield","4-Core","Intel Socket 775","45 nm","2333 MHz","7.0x","0.9 V","256K / 4096K / 0K","95W","Aug 2008","INTEL","Desktop"
"Celeron 450","Conroe-L","1-Core","Intel Socket 775","65 nm","2200 MHz","11.0x","1.3375 V","64K / 512K / 0K","35W","Aug 2008","INTEL","Desktop"
"Pentium E5200","Wolfdale","2-Core","Intel Socket 775","45 nm","2500 MHz","12.5x","1.3625 V","64K / 2048K / 0K","65W","Aug 2008","INTEL","Desktop"
"Core 2 Duo E8600","Wolfdale","2-Core","Intel Socket 775","45 nm","3330 MHz","10.0x","1.2 V","64K / 6144K / 0K","65W","Aug 2008","INTEL","Desktop"
"Core 2 Duo E7300","Wolfdale","2-Core","Intel Socket 775","45 nm","2667 MHz","10.0x","0.9 V","64K / 3072K / 0K","65W","Aug 2008","INTEL","Desktop"
"Core 2 Quad Q9400","Yorkfield","4-Core","Intel Socket 775","45 nm","2666 MHz","8.0x","0.9 V","256K / 6144K / 0K","95W","Aug 2008","INTEL","Desktop"
"Core 2 Quad Q9650","Yorkfield","4-Core","Intel Socket 775","45 nm","3000 MHz","9.0x","1.3625 V","64K / 6144K / 0K","95W","Aug 2008","INTEL","Desktop"
"Core 2 Duo E8500","Wolfdale","2-Core","Intel Socket 775","45 nm","3330 MHz","10.0x","1.2 V","64K / 6144K / 0K","65W","Aug 2008","INTEL","Desktop"
"Celeron 445","Conroe-CL","1-Core","Intel Socket 771","65 nm","1866 MHz","7.0x","unknown","64K / 512K / 0K","65W","May 2008","INTEL","Desktop"
"Core 2 Duo E7200","Wolfdale","2-Core","Intel Socket 775","45 nm","2533 MHz","9.5x","0.9 V","64K / 3072K / 0K","65W","Apr 2008","INTEL","Desktop"
"Celeron E1400","Allendale","2-Core","Intel Socket 775","65 nm","2000 MHz","10.0x","1.5 V","64K / 512K / 0K","65W","Apr 2008","INTEL","Desktop"
"Core 2 Duo E8300","Wolfdale","2-Core","Intel Socket 775","45 nm","2833 MHz","9.0x","1.2 V","128K / 6144K / 0K","65W","Apr 2008","INTEL","Desktop"
"Core 2 Quad Q9450","Yorkfield","4-Core","Intel Socket 775","45 nm","2666 MHz","8.0x","0.9 V","256K / 12288K / 0K","95W","Mar 2008","INTEL","Desktop"
"Core 2 Quad Q9550","Yorkfield","4-Core","Intel Socket 775","45 nm","2833 MHz","8.5x","0.9 V","256K / 12288K / 0K","95W","Mar 2008","INTEL","Desktop"
"Core 2 Extreme QX9770","Yorkfield","4-Core","Intel Socket 775","45 nm","3200 MHz","8.0x","1.35 V","256K / 12288K / 0K","135W","Mar 2008","INTEL","Desktop"
"Core 2 Extreme QX9775","Yorkfield","4-Core","Intel Socket 771","45 nm","3200 MHz","8.0x","1.35 V","128K / 12288K / 0K","150W","Mar 2008","INTEL","Desktop"
"Core 2 Quad Q9300","Yorkfield","4-Core","Intel Socket 775","45 nm","2500 MHz","7.5x","0.9 V","256K / 6144K / 0K","95W","Mar 2008","INTEL","Desktop"
"Core 2 Duo E4700","Allendale","2-Core","Intel Socket 775","65 nm","2600 MHz","13.0x","0.9 V","64K / 2048K / 0K","65W","Mar 2008","INTEL","Desktop"
"Pentium Dual-Core E2220","Allendale","2-Core","Intel Socket 775","65 nm","2400 MHz","12.0x","1.5 V","64K / 1024K / 0K","65W","Mar 2008","INTEL","Desktop"
"Celeron E1200","Allendale","2-Core","Intel Socket 775","65 nm","1600 MHz","8.0x","1.5 V","64K / 512K / 0K","65W","Jan 2008","INTEL","Desktop"
"Core 2 Duo E8190","Wolfdale","2-Core","Intel Socket 775","45 nm","2667 MHz","8.0x","1.2 V","128K / 6144K / 0K","65W","Jan 2008","INTEL","Desktop"
"Core 2 Duo E8400","Wolfdale","2-Core","Intel Socket 775","45 nm","3000 MHz","9.0x","1.2 V","128K / 6144K / 0K","65W","Jan 2008","INTEL","Desktop"
"Core 2 Duo E8200","Wolfdale","2-Core","Intel Socket 775","45 nm","2667 MHz","8.0x","1.2 V","128K / 6144K / 0K","65W","Jan 2008","INTEL","Desktop"
"Core 2 Duo E8500","Wolfdale","2-Core","Intel Socket 775","45 nm","3160 MHz","9.5x","1.2 V","128K / 6144K / 0K","65W","Jan 2008","INTEL","Desktop"
"Pentium Dual-Core E2200","Allendale","2-Core","Intel Socket 775","65 nm","2200 MHz","11.0x","1.5 V","64K / 1024K / 0K","65W","Dec 2007","INTEL","Desktop"
"Core 2 Extreme QX9650","Yorkfield","4-Core","Intel Socket 775","45 nm","3000 MHz","9.0x","1.25 V","256K / 12288K / 0K","130W","Nov 2007","INTEL","Desktop"
"Core 2 Duo E4600","Allendale","2-Core","Intel Socket 775","65 nm","2400 MHz","12.0x","0.9 V","64K / 2048K / 0K","65W","Oct 2007","INTEL","Desktop"
"Celeron 220","Conroe-L","1-Core","Intel Socket 479","65 nm","1200 MHz","9.0x","1.3375 V","64K / 512K / 0K","19W","Oct 2007","INTEL","Desktop"
"Pentium Dual-Core E2180","Allendale","2-Core","Intel Socket 775","65 nm","2000 MHz","10.0x","1.5 V","64K / 1024K / 0K","65W","Aug 2007","INTEL","Desktop"
"Core 2 Quad Q6600 (95W)","Kentsfield","4-Core","Intel Socket 775","65 nm","2400 MHz","9.0x","1.34 V","256K / 8192K / 0K","95W","Jul 2007","INTEL","Desktop"
"Core 2 Duo E4400","Allendale","2-Core","Intel Socket 775","65 nm","2000 MHz","10.0x","1.34 V","64K / 2048K / 0K","65W","Jul 2007","INTEL","Desktop"
"Core 2 Duo E4500","Allendale","2-Core","Intel Socket 775","65 nm","2200 MHz","11.0x","0.9 V","64K / 2048K / 0K","65W","Jul 2007","INTEL","Desktop"
"Core 2 Extreme QX6850","Kentsfield","4-Core","Intel Socket 775","65 nm","3000 MHz","9.0x","1.34 V","256K / 8192K / 0K","130W","Jul 2007","INTEL","Desktop"
"Core 2 Duo E6850","Conroe","2-Core","Intel Socket 775","65 nm","3000 MHz","9.0x","1.25 V","64K / 4096K / 0K","75W","Jul 2007","INTEL","Desktop"
"Core 2 Duo E6750","Conroe","2-Core","Intel Socket 775","65 nm","2667 MHz","8.0x","1.25 V","64K / 4096K / 0K","65W","Jul 2007","INTEL","Desktop"
"Core 2 Duo E6550","Conroe","2-Core","Intel Socket 775","65 nm","2333 MHz","7.0x","1.25 V","64K / 4096K / 0K","65W","Jul 2007","INTEL","Desktop"
"Celeron 420","Conroe-L","1-Core","Intel Socket 775","65 nm","1600 MHz","8.0x","1.3375 V","64K / 512K / 0K","35W","Jun 2007","INTEL","Desktop"
"Celeron 430","Conroe-L","1-Core","Intel Socket 775","65 nm","1800 MHz","9.0x","1.3375 V","64K / 512K / 0K","35W","Jun 2007","INTEL","Desktop"
"Celeron 440","Conroe-L","1-Core","Intel Socket 775","65 nm","2000 MHz","10.0x","1.3375 V","64K / 512K / 0K","35W","Jun 2007","INTEL","Desktop"
"Pentium Dual-Core E2140","Allendale","2-Core","Intel Socket 775","65 nm","1600 MHz","8.0x","1.5 V","64K / 1024K / 0K","65W","Jun 2007","INTEL","Desktop"
"Pentium Dual-Core E2160","Allendale","2-Core","Intel Socket 775","65 nm","1800 MHz","9.0x","1.5 V","64K / 1024K / 0K","65W","Jun 2007","INTEL","Desktop"
"Core 2 Quad Q6700","Kentsfield","4-Core","Intel Socket 775","65 nm","2666 MHz","10.0x","1.34 V","256K / 8192K / 0K","95W","Apr 2007","INTEL","Desktop"
"Core 2 Extreme QX6800","Kentsfield","4-Core","Intel Socket 775","65 nm","2933 MHz","11.0x","1.34 V","256K / 8192K / 0K","130W","Apr 2007","INTEL","Desktop"
"Core 2 Duo E6320","Conroe","2-Core","Intel Socket 775","65 nm","1860 MHz","7.0x","1.34 V","64K / 4096K / 0K","65W","Apr 2007","INTEL","Desktop"
"Core 2 Duo E6420","Conroe","2-Core","Intel Socket 775","65 nm","2133 MHz","8.0x","1.2 V","64K / 4096K / 0K","65W","Apr 2007","INTEL","Desktop"
"Core 2 Quad Q9550s","Yorkfield","4-Core","Intel Socket 775","45 nm","2833 MHz","8.5x","0.9 V","256K / 12288K / 0K","65W","Jan 2007","INTEL","Desktop"
"Core 2 Quad Q6600 (105W)","Kentsfield","4-Core","Intel Socket 775","65 nm","2400 MHz","9.0x","1.34 V","256K / 8192K / 0K","105W","Jan 2007","INTEL","Desktop"
"Pentium D 935","Presler","2-Core","Intel Socket 775","65 nm","3200 MHz","16.0x","1.33 V","28K / 4096K / 0K","95W","Jan 2007","INTEL","Desktop"
"Core 2 Extreme QX6700","Kentsfield","4-Core","Intel Socket 775","65 nm","2666 MHz","10.0x","1.34 V","256K / 8192K / 0K","130W","Nov 2006","INTEL","Desktop"
"Pentium D 925","Presler","2-Core","Intel Socket 775","65 nm","3000 MHz","15.0x","1.33 V","28K / 4096K / 0K","95W","Oct 2006","INTEL","Desktop"
"Core 2 Extreme X6800","Conroe XE","2-Core","Intel Socket 775","65 nm","2933 MHz","11.0x","1.34 V","128K / 4096K / 0K","75W","Jul 2006","INTEL","Desktop"
"Core 2 Duo E6700","Conroe","2-Core","Intel Socket 775","65 nm","2667 MHz","10.0x","1.34 V","64K / 4096K / 0K","65W","Jul 2006","INTEL","Desktop"
"Core 2 Duo E6600","Conroe","2-Core","Intel Socket 775","65 nm","2400 MHz","9.0x","1.34 V","64K / 4096K / 0K","65W","Jul 2006","INTEL","Desktop"
"Core 2 Duo E6400","Conroe","2-Core","Intel Socket 775","65 nm","2133 MHz","8.0x","1.34 V","64K / 2048K / 0K","65W","Jul 2006","INTEL","Desktop"
"Core 2 Duo E6300","Conroe","2-Core","Intel Socket 775","65 nm","1866 MHz","7.0x","1.34 V","64K / 2048K / 0K","65W","Jul 2006","INTEL","Desktop"
"Core 2 Duo E4300","Allendale","2-Core","Intel Socket 775","65 nm","1800 MHz","9.0x","1.34 V","64K / 2048K / 0K","65W","Jul 2006","INTEL","Desktop"
"Pentium D 945","Presler","2-Core","Intel Socket 775","65 nm","3400 MHz","17.0x","1.33 V","28K / 4096K / 0K","95W","Jul 2006","INTEL","Desktop"
"Pentium D 915","Presler","2-Core","Intel Socket 775","65 nm","2800 MHz","14.0x","1.33 V","28K / 4096K / 0K","95W","Jul 2006","INTEL","Desktop"
"Celeron D 352","Cedar Mill","1-Core","Intel Socket 775","65 nm","3200 MHz","24.0x","1.4 V","16K / 512K / 0K","84W","May 2006","INTEL","Desktop"
"Pentium D 960","Presler","2-Core","Intel Socket 775","65 nm","3600 MHz","18.0x","1.33 V","28K / 4096K / 0K","130W","May 2006","INTEL","Desktop"
"Pentium D 965 EE","Presler","2-Core","Intel Socket 775","65 nm","3730 MHz","14.0x","1.33 V","28K / 4096K / 0K","130W","Mar 2006","INTEL","Desktop"
"Pentium D 955","Presler","2-Core","Intel Socket 775","65 nm","3460 MHz","13.0x","1.33 V","28K / 4096K / 0K","130W","Jan 2006","INTEL","Desktop"
"Pentium D 950","Presler","2-Core","Intel Socket 775","65 nm","3400 MHz","17.0x","1.33 V","28K / 4096K / 0K","130W","Jan 2006","INTEL","Desktop"
"Pentium D 940","Presler","2-Core","Intel Socket 775","65 nm","3200 MHz","16.0x","1.33 V","28K / 4096K / 0K","130W","Jan 2006","INTEL","Desktop"
"Pentium D 930","Presler","2-Core","Intel Socket 775","65 nm","3000 MHz","15.0x","1.33 V","28K / 4096K / 0K","130W","Jan 2006","INTEL","Desktop"
"Pentium D 920","Presler","2-Core","Intel Socket 775","65 nm","2800 MHz","14.0x","1.33 V","28K / 4096K / 0K","130W","Jan 2006","INTEL","Desktop"
"Pentium 4 HT 631","Cedar Mill","1-Core","Intel Socket 775","65 nm","3000 MHz","15.0x","1.325 V","28K / 2048K / 0K","86W","Jan 2006","INTEL","Desktop"
"Pentium 4 HT 641","Cedar Mill","1-Core","Intel Socket 775","65 nm","3200 MHz","16.0x","1.325 V","28K / 2048K / 0K","86W","Jan 2006","INTEL","Desktop"
"Pentium 4 HT 651","Cedar Mill","1-Core","Intel Socket 775","65 nm","3400 MHz","17.0x","1.325 V","28K / 2048K / 0K","86W","Jan 2006","INTEL","Desktop"
"Pentium 4 HT 661","Cedar Mill","1-Core","Intel Socket 775","65 nm","3600 MHz","18.0x","1.325 V","28K / 2048K / 0K","86W","Jan 2006","INTEL","Desktop"
"Pentium 4 HT 672","Prescott","1-Core","Intel Socket 775","90 nm","3800 MHz","19.0x","1.388 V","28K / 2048K / 0K","84W","Nov 2005","INTEL","Desktop"
"Pentium 4 HT 662","Prescott","1-Core","Intel Socket 775","90 nm","3600 MHz","18.0x","1.388 V","28K / 2048K / 0K","84W","Nov 2005","INTEL","Desktop"
"Celeron D 350","Prescott","1-Core","Intel Socket 478","90 nm","3200 MHz","24.0x","1.4 V","16K / 256K / 0K","84W","Jun 2005","INTEL","Desktop"
"Pentium 4 HT 571","Prescott","1-Core","Intel Socket 775","90 nm","3800 MHz","19.0x","1.425 V","16K / 1024K / 0K","115W","Jun 2005","INTEL","Desktop"
"Pentium 4 HT 521","Prescott","1-Core","Intel Socket 775","90 nm","2800 MHz","14.0x","1.425 V","16K / 1024K / 0K","84W","Jun 2005","INTEL","Desktop"
"Pentium 4 HT 531","Prescott","1-Core","Intel Socket 775","90 nm","3000 MHz","15.0x","1.425 V","16K / 1024K / 0K","84W","Jun 2005","INTEL","Desktop"
"Pentium 4 HT 541","Prescott","1-Core","Intel Socket 775","90 nm","3200 MHz","16.0x","1.425 V","16K / 1024K / 0K","84W","Jun 2005","INTEL","Desktop"
"Pentium 4 HT 551","Prescott","1-Core","Intel Socket 775","90 nm","3400 MHz","17.0x","1.425 V","16K / 1024K / 0K","115W","Jun 2005","INTEL","Desktop"
